,run_accession,study_accession,study_title,experiment_accession,experiment_title,experiment_desc,organism_taxid,organism_name,library_name,library_strategy,library_source,library_selection,library_layout,sample_accession,sample_title,biosample,bioproject,instrument,instrument_model,instrument_model_desc,total_spots,total_size,run_total_spots,run_total_bases,run_alias,public_filename,public_size,public_date,public_md5,public_version,public_semantic_name,public_supertype,public_sratoolkit,aws_url,aws_free_egress,aws_access_type,public_url,ncbi_url,ncbi_free_egress,ncbi_access_type,gcp_url,gcp_free_egress,gcp_access_type,experiment_alias,strain,isolate,host,isolation_source,collection_date,geo_loc_name,sample_type,host_tissue_sampled,biosamplemodel,lat_lon,breed,tissue,gold ecosystem classification,cultivar,age,biomaterial_provider,collected_by,biological_replicate,replicate,samp_mat_process,samp_size,ref_biomaterial,rel_to_oxygen,samp_collect_device,ecotype,identified_by,sex,dev_stage,ena-first-public,ena-last-update,external id,insdc center name,insdc first public,insdc last update,insdc status,submitter id,common name,sample name,scientific_name,phenotype,experimental factor: compound,experimental factor: dose,ebi_url,ebi_free_egress,ebi_access_type,broker name,altitude,env_broad_scale,env_local_scale,env_medium,season,type_of_nucleic_acid,arrayexpress-species,sample description,experimental factor: growth condition,experimental factor: stimulus,experimental factor: immunoprecipitate,cell type,developmental stage,genotype,growth condition,indivudal,organism part,progenitor cell type,source_name,treatment,sample_name,elev,env_feature,depth,env_material,env_biome,ena first public,ena last update,insdc center alias,collection date,environment (biome),environment (feature),environment (material),geographic location (country and/or sea),geographic location (latitude),geographic location (longitude),investigation type,project name,sequencing method,wastewater/sludge environmental package,cell_line,cell_type,nucleic_acid,sample_timepoint,host_subject_id,isolation source,isol_growth_condt,propagation,number_of_cells,target_molecules,site_name,chlorophyll,conduc,diss_inorg_carb,bacterial_count,samp_volume,min_filter_size,max_filter_size,sequencing_method,sequencing_machine,std_norm_factor,specimen_voucher,source_material_id,sample_number,sample_source,investigation_type,temp,geographic_location,ena_fastq_http,ena_fastq_http_1,ena_fastq_http_2,ena_fastq_ftp,ena_fastq_ftp_1,ena_fastq_ftp_2,contigs_510
134,SRR5087401,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404652,"P493-6 cell line, dox-treated, environmental stimuli","P493-6 cell line, dox-treated, environmental stimuli",9606,Homo sapiens,P493-6 combination 20,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843874,,SAMN06121417,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,31051456,2032663086,31051456,3136197056,Sample_r738s69_hs_fq_sr_Kube_BR_1.fq.gz,SRR5087401.sralite,855632878,2021-06-14 18:26:46,c23f9d0ccff775f776898453f68dd230,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR5087401/SRR5087401.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087401.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087401.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR5087401/SRR5087401.noqual.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 ng/ml doxycycline for 16h; sCD40L (100ng/ml, AutogenBioclear) , a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch) , rhIGF-1 (100ng/ml, Peprotech) , CpG (0.5muM, ODN2006, Invivogen) , IL10 (5ng/ml, Peprotech) , for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/001/SRR5087401/SRR5087401.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/001/SRR5087401/SRR5087401.fastq.gz,,,0
135,SRR5087402,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404653,"P493-6 cell line, dox-treated, a-IgM treated","P493-6 cell line, dox-treated, a-IgM treated",9606,Homo sapiens,P493-6 dox a-IgM replicate 1,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843875,,SAMN06121388,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,38670766,2453391751,38670766,3905747366,Sample_r738s2_hs_rna_sr_Kube_B_1.fq.gz,SRR5087402.sralite,1056593073,2021-06-15 09:00:59,d0dcac9cd96d967d1496a39e1950d65c,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR5087402/SRR5087402.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087402.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087402.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR5087402/SRR5087402.noqual.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 ng/ml doxycycline + a-IgM F(ab)2 fragments (130ng/ml, Jackson Immunity)",,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/002/SRR5087402/SRR5087402.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/002/SRR5087402/SRR5087402.fastq.gz,,,0
136,SRR5087403,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404654,"P493-6 cell line, dox-treated","P493-6 cell line, dox-treated",9606,Homo sapiens,P493-6 dox replicate 6,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843876,,SAMN06121383,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,26376989,1696933987,26376989,2664075889,Sample_r738s53_hs_fq_sr_Kube_BA_1.fq.gz,SRR5087403.sralite,728676850,2020-06-22 13:19:56,07f03e39c9b4ac8b6526d42861b5aea6,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR5087403/SRR5087403.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087403.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087403.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR5087403/SRR5087403.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 6,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ng/ml doxycycline,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/003/SRR5087403/SRR5087403.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/003/SRR5087403/SRR5087403.fastq.gz,,,0
137,SRR5087404,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404655,"P493-6 cell line, dox-treated","P493-6 cell line, dox-treated",9606,Homo sapiens,P493-6 dox replicate 9,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843877,,SAMN06121386,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,29187586,1933011086,29187586,2947946186,Sample_r738s83_hs_fq_sr_Kube_CF_1.fq.gz,SRR5087404.sralite,805906882,2020-06-24 02:32:48,0fa370ae0604b5b1d49e7b8b5428acbd,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR5087404/SRR5087404.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087404.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087404.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR5087404/SRR5087404.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 9,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ng/ml doxycycline,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/004/SRR5087404/SRR5087404.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/004/SRR5087404/SRR5087404.fastq.gz,,,0
138,SRR5087405,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404656,"P493-6 cell line, dox-treated, environmental stimuli","P493-6 cell line, dox-treated, environmental stimuli",9606,Homo sapiens,P493-6 combination 3,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843878,,SAMN06121400,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,30692130,1899858301,30692130,3099905130,Sample_r738s10_hs_fq_sr_Kube_J_1.fq.gz,SRR5087405.sralite,847316444,2020-06-24 02:35:36,72da29334e4a02d25ae857191a941bd7,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR5087405/SRR5087405.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087405.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087405.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR5087405/SRR5087405.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 ng/ml doxycycline for 16h; CpG (0.5muM, ODN2006, Invivogen) , IL10 (25ng/ml, Peprotech) , for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/005/SRR5087405/SRR5087405.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/005/SRR5087405/SRR5087405.fastq.gz,,,0
139,SRR5087406,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404657,"P493-6 cell line, untreated","P493-6 cell line, untreated",9606,Homo sapiens,P493-6 untreated replicate 6,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843879,,SAMN06121373,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,27453760,1774136873,27453760,2772829760,Sample_r738s54_hs_fq_sr_Kube_BB_1.fq.gz,SRR5087406.sralite,758271622,2020-06-24 02:31:56,b3094961dd1d37a3205eb3de34b63790,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR5087406/SRR5087406.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087406.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087406.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR5087406/SRR5087406.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 6,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/006/SRR5087406/SRR5087406.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/006/SRR5087406/SRR5087406.fastq.gz,,,0
140,SRR5087407,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404658,"P493-6 cell line, dox-treated, rhIGF treated","P493-6 cell line, dox-treated, rhIGF treated",9606,Homo sapiens,P493-6 dox rhIGF replicate 1,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843880,,SAMN06121394,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,42548527,2750331795,42548527,4297401227,Sample_r738s12_hs_rna_sr_Kube_L_1.fq.gz,SRR5087407.sralite,1161522705,2021-06-16 04:23:55,6c429f92216e0dd6d224c26c12204aa1,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR5087407/SRR5087407.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087407.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087407.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR5087407/SRR5087407.noqual.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 ng/ml doxycycline for 16h; rhIGF-1 (100ng/ml, Peprotech) , for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/007/SRR5087407/SRR5087407.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/007/SRR5087407/SRR5087407.fastq.gz,,,0
141,SRR5087408,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404659,"P493-6 cell line, dox-treated, environmental stimuli","P493-6 cell line, dox-treated, environmental stimuli",9606,Homo sapiens,P493-6 combination 16,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843881,,SAMN06121413,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,33992426,2189014602,33992426,3433235026,Sample_r738s58_hs_fq_sr_Kube_BF_1.fq.gz,SRR5087408.sralite,938046389,2020-06-24 02:33:46,08725ae3ef979b74cc9bffc2a46149b7,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-6/SRR5087408/SRR5087408.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087408.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087408.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR5087408/SRR5087408.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 ng/ml doxycycline for 16h; sCD40L (100ng/ml, AutogenBioclear) , a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch) , CpG (0.5muM, ODN2006, Invivogen) , IL10 (25ng/ml, Peprotech) , for 24h.",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/008/SRR5087408/SRR5087408.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/008/SRR5087408/SRR5087408.fastq.gz,,,0
142,SRR5087409,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404660,"P493-6 cell line, dox-treated, environmental stimuli","P493-6 cell line, dox-treated, environmental stimuli",9606,Homo sapiens,P493-6 combination 6,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843882,,SAMN06121403,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,35169944,2293596868,35169944,3552164344,Sample_r738s20_hs_rna_sr_Kube_T_1.fq.gz,SRR5087409.sralite,962046134,2021-06-15 01:17:15,9b1faeaa49d51ca2e214d7572f5fbd51,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR5087409/SRR5087409.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087409.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087409.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR5087409/SRR5087409.noqual.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 ng/ml doxycycline for 16h; sCD40L (20ng/ml, AutogenBioclear) , a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch) , rhIGF-1 (20ng/ml, Peprotech) , IL10 (5ng/ml, Peprotech) , for 24",,,,,,,,,,,,,,,,,,,,,P493-5,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/009/SRR5087409/SRR5087409.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/009/SRR5087409/SRR5087409.fastq.gz,,,0
143,SRR5087410,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404661,"P493-6 cell line, dox-treated, environmental stimuli","P493-6 cell line, dox-treated, environmental stimuli",9606,Homo sapiens,P493-6 combination 28,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843883,,SAMN06121425,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,35993779,2383787804,35993779,3635371679,Sample_r738s98_hs_fq_sr_Kube_CU_1.fq.gz,SRR5087410.sralite,992919925,2021-06-15 05:21:19,e0966701fc7fa7774768f91ef3242822,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR5087410/SRR5087410.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087410.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087410.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR5087410/SRR5087410.noqual.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 ng/ml doxycycline for 16h; sCD40L (20ng/ml, AutogenBioclear) , a-IgM F(ab)2 fragments (130ng/ml, Jackson ImmunoResearch) , rhIGF-1 (100ng/ml, Peprotech) , for 24h.",,,,,,,,,,,,,,,,,,,,,P493-4,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/000/SRR5087410/SRR5087410.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/000/SRR5087410/SRR5087410.fastq.gz,,,0
144,SRR5087411,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404662,"P493-6 cell line, dox-treated, sCD40L treated","P493-6 cell line, dox-treated, sCD40L treated",9606,Homo sapiens,P493-6 dox sCD40L replicate 1,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843884,,SAMN06121390,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,27555933,1788754665,27555933,2783149233,Sample_r738s42_hs_fq_sr_Kube_AP_1.fq.gz,SRR5087411.sralite,761111024,2020-06-24 02:30:30,a21530dbe8c893623b4f36ae55e10615,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-1/SRR5087411/SRR5087411.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087411.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087411.sralite.1,worldwide,anonymous,gs://sra-pub-zq-103/SRR5087411/SRR5087411.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 1,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 ng/ml doxycycline + sCD40L (100ng/ml, AutogenBioclear)",,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/001/SRR5087411/SRR5087411.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/001/SRR5087411/SRR5087411.fastq.gz,,,0
145,SRR5087412,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404663,"P493-6 cell line, dox-treated","P493-6 cell line, dox-treated",9606,Homo sapiens,P493-6 dox replicate 8,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843885,,SAMN06121385,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,21581028,1342225094,21581028,2179683828,Sample_r738s73_hs_rna_sr_Kube_BV_1.fq.gz,SRR5087412.sralite,593110163,2020-06-22 13:16:09,2e28972779b4a7d01b6057588ff0afe4,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-6/SRR5087412/SRR5087412.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087412.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087412.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR5087412/SRR5087412.zq.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 8,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ng/ml doxycycline,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/002/SRR5087412/SRR5087412.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/002/SRR5087412/SRR5087412.fastq.gz,,,0
146,SRR5087413,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404664,"P493-6 cell line, dox-treated","P493-6 cell line, dox-treated",9606,Homo sapiens,P493-6 dox replicate 3,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843886,,SAMN06121380,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,29325695,1765910892,29325695,2961895195,Sample_r738s23_hs_rna_sr_Kube_W_1.fq.gz,SRR5087413.sralite,803539001,2021-06-15 20:22:45,2ea62ed7a611df33b1ac4f30ded9b913,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR5087413/SRR5087413.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087413.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087413.sralite.1,worldwide,anonymous,gs://sra-pub-zq-104/SRR5087413/SRR5087413.noqual.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 3,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 ng/ml doxycycline,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/003/SRR5087413/SRR5087413.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/003/SRR5087413/SRR5087413.fastq.gz,,,1
147,SRR5087414,SRP094756,Gene expression changes after microenvironmental stimuli of a B-cell model,SRX2404665,"P493-6 cell line, untreated","P493-6 cell line, untreated",9606,Homo sapiens,P493-6 untreated replicate 2,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,SRS1843887,,SAMN06121369,PRJNA312050,Illumina HiSeq 2000,Illumina HiSeq 2000,ILLUMINA,40054688,2477649961,40054688,4045523488,Sample_r738s14_hs_rna_sr_Kube_N_1.fq.gz,SRR5087414.sralite,1093923757,2021-06-15 12:48:43,5ca5cb21c276724db1b2211097510599,1,SRA Lite,Primary ETL,1,s3://sra-pub-zq-9/SRR5087414/SRR5087414.sralite.1,s3.us-east-1,aws identity,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087414.sralite.1,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR005/087/SRR5087414.sralite.1,worldwide,anonymous,gs://sra-pub-zq-102/SRR5087414/SRR5087414.noqual.1,gs.us-east1,gcp identity,,,not applicable,,,,,cells,,Human,,,cell line,,,not applicable,"Prof. Dr. med Georg Bornkamm, HelmholtzZentrum Munich",,,Biological replicate 2,,,,,,,,not determined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,P493-6,B-cell,,,,,,,,,,,,,,,,,,,,,,,,,,,http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR508/004/SRR5087414/SRR5087414.fastq.gz,,,era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR508/004/SRR5087414/SRR5087414.fastq.gz,,,1
